id,name,address,postcode,lat,long,accuracy,inspection,score,classification,telephone,type
,Mei Bao,3a Yatesbury Garth,HU7 4NB,53.7923754,-0.3213991,RANGE_INTERPOLATED,25-Jan-10,80,B Good,,
,Merchant Navy Club Limited,204 Ferensway,HU2 8HY,53.7426419,-0.3445831,RANGE_INTERPOLATED,22-Nov-05,70,C Acceptable,,
,Merit Chinese Take-Away,68 Church Street,HU7 4TD,53.780489,-0.30394,,27-May-09,80,B Good,,
,Mermaid,346 Priory Road,HU5 5SX,53.761987,-0.401047,,02-Feb-09,70,C Acceptable,,
,Mersey Primary School,Derwent Street,HU8 8TX,53.75916,-0.318174,,03-Sep-08,85,B Good,,
,Metro Off Licence,8 Goodwin Parade,HU3 2HA,53.7407,-0.351099,,28-Sep-09,75,B Good,,
,Mexican Taverna,63 Princes Avenue,HU5 3QX,53.753733,-0.360314,,09-Dec-08,75,B Good,,
,Mick's Plaice,4 Newland Avenue,HU5 3AF,53.7601407,-0.3589872,RANGE_INTERPOLATED,15-Dec-08,85,B Good,,
,Middleton Barracks,Calvert Lane,HU4 6BN,53.747893,-0.394439,GEOMETRIC_CENTER,17-Nov-08,90,A Excellent,,
,Midget Gems,6 Grandale,HU7 4BL,53.7845765,-0.3443956,RANGE_INTERPOLATED,04-Sep-08,90,A Excellent,,
,Midmere Primary School,Midmere Avenue,HU7 4PW,53.782571,-0.315723,GEOMETRIC_CENTER,17-Jul-06,70,C Acceptable,,
,Mike Jones,352 Hessle Road,HU3 3SD,53.7345506,-0.3678098,RANGE_INTERPOLATED,06-Jan-09,75,B Good,,
,Milanos Express,1-2 Grampian Shopping Centre,HU7 5BZ,53.805557,-0.327437,,16-Dec-08,70,C Acceptable,,
,Millies cookies,Princes Quay,HU1 2PQ,53.217055,-3.057393,GEOMETRIC_CENTER,16-Sep-08,65,C Acceptable,,
,Mills,821 Hessle Road,HU4 6QF,53.7315104,-0.3912037,RANGE_INTERPOLATED,09-Feb-10,85,B Good,,
,Mills,240-244 Holderness Road,HU9 2EU,53.7542942,-0.3126494,RANGE_INTERPOLATED,09-Feb-10,85,B Good,,
,Mills,294-296 Marfleet Lane,HU9 5AQ,53.7677788,-0.2757561,RANGE_INTERPOLATED,09-Feb-10,80,B Good,,
,Mills,674 Marfleet Lane,HU9 4TP,53.7679129,-0.2766207,RANGE_INTERPOLATED,10-Feb-10,90,A Excellent,,
,Milo's,Princes Quay,HU1 2PQ,53.741965,-0.340724,,20-Jan-09,70,C Acceptable,,
,Mimosa Restaurant,406-408 Beverley Road,HU5 1LW,53.7716517,-0.3548483,RANGE_INTERPOLATED,20-Oct-09,90,A Excellent,,
,Mini Mart,7 Silver Street,HU1 1HT,53.74273,-0.333402,,31-Oct-09,70,C Acceptable,,
,Miranda House,Gladstone Street,HU3 2RT,53.744165,-0.361319,,24-Apr-08,95,A Excellent,,
,Molly Mollones Fish & Chips,394 Hessle Road,HU3 3SD,53.7272248,-0.409835,RANGE_INTERPOLATED,10-Apr-08,75,B Good,,
,Monkey Bizness,Unit 53 St Stephen's Shopping Centre,HU2 8LN,53.74741,-0.34226,,08-Jul-09,85,B Good,,
,Moon River,330 Holderness Road,HU9 3DQ,53.7638422,-0.2948542,RANGE_INTERPOLATED,12-Nov-09,40,D Poor,,
,Moon River,931 Spring Bank West,HU5 5BE,53.7500212,-0.3933005,RANGE_INTERPOLATED,26-Jan-10,50,D Poor,,
,Moonlight Tandoori,108 Cottingham Road,HU6 7RZ,53.7688784,-0.3625742,RANGE_INTERPOLATED,23-Feb-10,80,B Good,,
,Moorfields,374 Ings Road,HU8 0NP,53.7750485,-0.3036455,RANGE_INTERPOLATED,11-Mar-09,75,B Good,,
,Mooshakes,Unit 2 St Stephen's Shopping Cent,HU2 8LN,53.74741,-0.34226,,30-Nov-08,95,A Excellent,,
,Morrison Bakery Counter,716-718 Holderness Road,HU9 3JA,53.76429,-0.293329,,10-Jul-08,85,B Good,,
,Morrison Butchery Counter,716-718 Holderness Road,HU9 3JA,53.76429,-0.293329,,10-Jul-08,90,A Excellent,,
,Morrison Café,716-718 Holderness Road,HU9 3JA,53.76429,-0.293329,,10-Jul-08,75,B Good,,
,Morrisons Deli Counter,716-718 Holderness Road,HU9 3JA,53.76429,-0.293329,,10-Jul-08,80,B Good,,
,Morrisons Fish Counter,716-718 Holderness Road,HU9 3JA,53.76429,-0.293329,,10-Jul-08,90,A Excellent,,
,Morrisons Oven fresh Counter,716-718 Holderness Road,HU9 3JA,53.76429,-0.293329,,10-Jul-08,75,B Good,,
,Morrisons Petrol Station,716-718 Holderness Road,HU9 3JA,53.76429,-0.293329,,23-Nov-06,85,B Good,,
,Morrisons Staff Canteen,716-718 Holderness Road,HU9 3JA,53.76429,-0.293329,,10-Jul-08,80,B Good,,
,Morrisons Wm Supermarkets Plc,716-718 Holderness Road,HU9 3JA,53.76429,-0.293329,,10-Jul-08,85,B Good,,
,Mountbatten Out of School Club,Wivern Road,HU9 4HR,53.766608,-0.259799,GEOMETRIC_CENTER,18-May-09,65,C Acceptable,,
,Mountbatten School,Wivern Road,HU9 4HR,53.766608,-0.259799,GEOMETRIC_CENTER,08-Sep-08,70,C Acceptable,,
,Mr Chippy,553 Inglemire Lane,HU6 8NA,53.7759552,-0.3845472,RANGE_INTERPOLATED,30-Apr-09,80,B Good,,
,Mr Chu's China Palace,St. Andrews Quay,HU3 4SA,53.728372,-0.371856,APPROXIMATE,20-Jan-09,85,B Good,,
,Mr David Bilton,Dalton Street,HU8 8BB,53.757669,-0.329447,,28-Jun-04,85,B Good,,
,Mr Ian Porteus,Walton Street,HU3 6JB,53.74924,-0.375319,,28-Mar-07,85,B Good,,
,Mr Macks Cafe,153 Newland Avenue,HU5 2ER,53.7652378,-0.3586305,RANGE_INTERPOLATED,04-Aug-09,45,D Poor,,
,Mr P R Carter,33 Arthur Street,HU3 6BH,53.7323949,0.0282413,RANGE_INTERPOLATED,09-Jan-06,85,B Good,,
,Mr Popeye's,635 Anlaby Road,HU3 6SX,53.7435004,-0.3851174,RANGE_INTERPOLATED,16-Oct-08,80,B Good,,
,Mr Spud,Dalton Street,HU8 8BB,53.757669,-0.329447,,15-Nov-08,80,B Good,,
,Mufti News,187 Albert Avenue,HU3 6PL,53.7506,-0.379674,,07-Jul-08,75,B Good,,
,Mufti's,204-206 Spring Bank,HU3 1NP,53.751098,-0.357865,,13-Mar-08,70,C Acceptable,,
,Munchiz,949-953 Spring Bank West,HU5 5BE,53.7499717,-0.394725,RANGE_INTERPOLATED,19-May-08,75,B Good,,
,Murray's,216 Hessle Road,HU3 3BE,53.7359734,-0.3607673,RANGE_INTERPOLATED,26-Nov-09,80,B Good,,
,Murreyfield House,342-344 Beverley Road,HU5 1LH,53.7715832,-0.3548185,RANGE_INTERPOLATED,11-Jan-10,80,B Good,,
,Mustafas Restaurant,84-86 Anlaby Road,HU3 2JA,53.7429706,-0.3503373,RANGE_INTERPOLATED,20-Feb-08,65,C Acceptable,,
,My Cafe,301 Hessle Road,HU3 4BJ,53.7348272,-0.3657411,RANGE_INTERPOLATED,14-Apr-08,85,B Good,,
,Naked Fish,Unit 54 St Stephens Shopping Centre,HU2 8LN,53.74741,-0.34226,,02-Jul-09,50,D Poor,,
,Nandos,Unit 42 St Stephen's Shopping Centre,HU2 8LN,53.74741,-0.34226,,03-Aug-09,90,A Excellent,,
,Napoleon`s Casino & Restaurant,193-203 George Street,HU1 3BS,53.74745,-0.331969,,16-Oct-08,80,B Good,,
,Napoli,157 Fairfax Avenue,HU5 4QZ,53.7697258,-0.3836434,RANGE_INTERPOLATED,10-Nov-09,70,C Acceptable,,
,National Convenience Store,11 National Avenue,HU5 4EZ,53.762638,-0.382755,,24-Sep-08,85,B Good,,
,Nawrooz,188 Spring Bank,HU3 1PG,53.751006,-0.357176,,30-Sep-08,70,C Acceptable,,
,Naylors Timber Recovery Ltd,Walton Street,HU3 6JB,53.74924,-0.375319,,28-Mar-07,70,C Acceptable,,
,Neasden Primary School,Neasden Close,HU8 0QB,53.775848,-0.2970655,GEOMETRIC_CENTER,03-Sep-08,90,A Excellent,,
,Neises Diner,631 Anlaby Road,HU3 6SU,53.7435226,-0.3849127,RANGE_INTERPOLATED,10-Jul-09,75,B Good,,
,Nemo's Fish Bar,327 Holderness Road,HU8 8SH,53.7558442,-0.3102437,RANGE_INTERPOLATED,05-Oct-09,60,C Acceptable,,
,Netto,330 Boulevard,HU3 4BG,53.73487,-0.362869,,08-Jun-06,75,B Good,,
,Netto,Unit A North Point Centre,HU7 4EE,53.78758,-0.321039,,04-Nov-08,75,B Good,,
,Netto Food Stores Ltd,630 Anlaby Road,HU3 6UU,53.7434189,-0.3863781,RANGE_INTERPOLATED,27-Oct-09,75,B Good,,
,Netto Foodstores,Ings Centre,HU8 0TX,53.7715,-0.290154,,27-Jul-09,85,B Good,,
,Netto Foodstores Limited,Preston Road,HU9 5HE,53.75798,-0.282509,,02-Jun-06,80,B Good,,
,Netto Foodstores Ltd,165-173 Beverley Road,HU3 1TY,53.7562461,-0.3486853,RANGE_INTERPOLATED,26-Feb-08,75,B Good,,
,New Adelphi Club,89 De Grey Street,HU5 2RU,53.7625351,-0.3550106,RANGE_INTERPOLATED,10-Feb-04,70,C Acceptable,,
,New Cleveland Club,90 New Cleveland Street,HU8 7HE,53.7508877,-0.3289721,RANGE_INTERPOLATED,13-Mar-07,80,B Good,,
,New Cumberland Club,36A Cumberland Street,HU2 0QB,53.754253,-0.332558,,05-Mar-09,85,B Good,,
,New Garden Chinese Restaurant,15 Anlaby Road,HU1 2PJ,53.7437551,-0.377262,RANGE_INTERPOLATED,09-Jul-08,75,B Good,,
,New Hong Kong,472 Beverley Road,HU5 1NE,53.7717225,-0.354879,RANGE_INTERPOLATED,22-Apr-09,65,C Acceptable,,
,New Indian Delight,320 Beverley Road,HU5 1BA,53.7715596,-0.3548083,RANGE_INTERPOLATED,19-Oct-09,60,C Acceptable,,
,New Kingston Social Club,129-133 Beverley Road,HU3 1TS,53.7713549,-0.3547195,RANGE_INTERPOLATED,18-Apr-08,65,C Acceptable,,
,New Life Christian Centre,Bridlington Avenue,HU2 0DU,53.7548714,-0.3390211,GEOMETRIC_CENTER,22-Jul-09,90,A Excellent,,
,New Pizza King,359B Beverley Road,HU5 1LN,53.7659159,-0.3528536,RANGE_INTERPOLATED,14-Dec-09,10,E Very Poor,,
,New Sicilian,2 Elmbridge Parade,HU9 4JU,53.756615,-0.25339,,21-Apr-09,60,C Acceptable,,
,New Southcoates Club,173-175 New Bridge Road,HU9 2LR,53.7562462,-0.3066703,RANGE_INTERPOLATED,09-Nov-09,65,C Acceptable,,
,New Trinity Club,261 Southcoates Lane,HU9 3TS,53.7563294,-0.2940712,RANGE_INTERPOLATED,23-Feb-04,80,B Good,,
,New Walton Club,243 Walton Street,HU3 6JR,53.7505855,-0.375923,RANGE_INTERPOLATED,10-Jun-08,70,C Acceptable,,
,New World Restaurant,301-303 Holderness Road,HU8 8TE,53.7638314,-0.2948817,RANGE_INTERPOLATED,13-Jan-10,60,C Acceptable,,
,Newbridge Fruit Market,129 New Bridge Road,HU9 2LP,53.7550237,-0.3070473,RANGE_INTERPOLATED,25-Apr-08,65,C Acceptable,,
,Newbridges,Birkdale Way,HU9 2BH,53.75012,-0.308388,,07-Oct-09,85,B Good,,
,Newington Primary School,Dairycoates Avenue,HU3 5DD,53.7349052,-0.3749075,GEOMETRIC_CENTER,24-Nov-08,80,B Good,,
,Newland Carvery,56 Newland Avenue,HU5 3AE,53.7619544,-0.3587992,RANGE_INTERPOLATED,09-Nov-09,80,B Good,,
,Newland School for Girls,Cottingham Road,HU6 7RU,53.7692995,-0.3713819,GEOMETRIC_CENTER,16-Sep-09,80,B Good,,
,Newland St John's,Beresford Avenue,HU6 7LS,53.77205,-0.349029,,10-Oct-08,80,B Good,,
,Nicholson House,97 Mirfield Grove,HU9 4QR,53.7588234,-0.2716754,RANGE_INTERPOLATED,08-Nov-08,95,A Excellent,,
,Nick Robins Butchers Ltd,829 Hessle Road,HU4 6QF,53.7314042,-0.3916872,RANGE_INTERPOLATED,03-Jan-09,90,A Excellent,,
,Nightjar Hotel,Tiverton Road,HU7 4DH,53.7928,-0.332174,,19-Feb-04,70,C Acceptable,,
,Nisa,743-745 Hessle Road,HU4 6PJ,53.73243,-0.3872086,RANGE_INTERPOLATED,02-Oct-06,80,B Good,,
,Nisa,316- 318 Beverley Road,HU5 1BA,53.7715553,-0.3548065,RANGE_INTERPOLATED,11-Dec-08,55,D Poor,,
,Nisa,65-69 Endymion Street,HU8 8TY,53.7581922,-0.3186685,RANGE_INTERPOLATED,04-Jun-09,70,C Acceptable,,
,Nisa Today's Extra,161 Fairfax Avenue,HU5 4QZ,53.769891,-0.3836602,RANGE_INTERPOLATED,29-Sep-09,60,C Acceptable,,
,Noble House,Littondale,HU7 4BJ,53.784333,-0.338861,GEOMETRIC_CENTER,09-Oct-08,70,C Acceptable,,
,North Bransholme Community Cen,Lothian Way,HU7 5DD,53.805278,-0.327296,GEOMETRIC_CENTER,12-Oct-06,85,B Good,,
,Northcott Special School,Dulverton Close,HU7 4EL,53.796628,-0.332939,GEOMETRIC_CENTER,19-Oct-09,85,B Good,,
,Northpoint Tea Rooms,North Point Shopping Centre,HU7 4DF,53.78709,-0.321671,,22-Oct-08,80,B Good,,
,Nosh,19 Endymion Street,HU8 8TZ,53.7580723,-0.3214519,RANGE_INTERPOLATED,06-Jul-07,95,A Excellent,,
,Nouh Mini Market,200 Hessle Road,HU3 3BE,53.7361189,-0.360106,RANGE_INTERPOLATED,06-Jan-09,45,D Poor,,
,Nuffield Health Fitness & Wellbeing,Kingston Park,HU1 2TX,53.739128,-0.341737,,09-Jun-09,80,B Good,,
,Number One Chinese,260 Greenwood Avenue,HU6 9RS,53.7822405,-0.375621,RANGE_INTERPOLATED,04-Nov-08,70,C Acceptable,,
,Oak Vaults,17 Scott Street,HU2 8AR,53.750613,-0.335197,,08-Mar-04,75,B Good,,
,Oakfield Primary School,Inglemire Lane,HU6 8JH,53.7750545,-0.3756381,GEOMETRIC_CENTER,18-Jul-08,90,A Excellent,,
,Oasis Snack Bar,454 Anlaby Road,HU3 6QR,53.7436952,-0.3800753,RANGE_INTERPOLATED,02-Oct-09,80,B Good,,
,Observatory Deck Cafeteria,The Deep Visitor Attraction,HU9 1TU,53.742512,-0.32688,,03-Jul-08,65,C Acceptable,,
,Odd Bottle,260 Wold Road,HU5 5QQ,53.7570782,-0.4096204,RANGE_INTERPOLATED,23-Sep-08,75,B Good,,
,Odeon Bar,Kingston Park,HU1 2TX,53.739128,-0.341737,,12-Jan-08,80,B Good,,
,Old Bull & Bush,56 Green Lane,HU2 0HH,53.751675,-0.336055,,03-Jun-05,85,B Good,,
,Old Custom House,Market Place,HU1 1RT,53.742595,-0.333049,,07-Jan-09,85,B Good,,
,Old English Gentleman,Worship Street,HU2 8BG,53.747546,-0.336544,,24-Jul-08,70,C Acceptable,,
,Oldfleet Primary School,Bradford Avenue,HU9 4NH,53.760163,-0.251767,GEOMETRIC_CENTER,11-Jul-07,95,A Excellent,,
,Olive Tree Delicatessen,71 Princes Avenue,HU5 3QX,53.753962,-0.360181,,09-Jun-09,90,A Excellent,,
,Olivia European Supermarket,235 Beverley Road,HU5 2UT,53.7714685,-0.3547688,RANGE_INTERPOLATED,27-May-09,40,D Poor,,
,Ollies Instore Bakery,751 Hessle Road,HU4 6PJ,53.7323586,-0.3875411,RANGE_INTERPOLATED,19-Nov-08,75,B Good,,
,Operetta Ristorante,56-58 Bond Street,HU1 3EN,53.7458,-0.339036,,28-Jul-08,75,B Good,,
,Orchard Cafe,Paragon Street,HU1 3PE,53.744075,-0.342979,,10-Sep-09,90,A Excellent,,
,Orchard Fruits,310 Holderness Road,HU9 2LH,53.7558154,-0.3102254,RANGE_INTERPOLATED,20-Jan-10,70,C Acceptable,,
,Orchard Park Community Centre,Orchard Park Road,HU6 9BX,53.787147,-0.384972,GEOMETRIC_CENTER,09-Apr-09,60,C Acceptable,,
,Orchard Park Pub,103 8th Avenue,HU6 9BT,53.787183,-0.37376,,10-Mar-09,70,C Acceptable,,
,Oriental Star,802 Beverley Road,HU6 7HD,53.7792703,-0.356938,RANGE_INTERPOLATED,16-Jun-09,60,C Acceptable,,
,Orton's Sandwich Bar,85 Ings Road,HU8 0SD,53.7689286,-0.2931295,RANGE_INTERPOLATED,08-Oct-09,80,B Good,,
,O'Sullivans Social Club,Chamberlain Road,HU8 8HN,53.7647,-0.321444,,08-Jul-05,85,B Good,,
,Our Plaice,260 Marfleet Lane,HU9 5TD,53.7557021,-0.2736787,RANGE_INTERPOLATED,12-Jun-08,70,C Acceptable,,
,Pacino's,46-48 Southcoates Lane,HU9 3AD,53.7573701,-0.3042504,RANGE_INTERPOLATED,18-Jan-10,50,D Poor,,
,Paisley Primary School,Paisley Street,HU3 6NJ,53.746276,-0.375826,,26-Nov-08,85,B Good,,
,Palermos Takeaway,561 Holderness Road,HU8 9AA,53.7639284,-0.294635,RANGE_INTERPOLATED,11-Nov-08,65,C Acceptable,,
,Panini,13 Story Street,HU1 3SA,53.7460354,-0.3419317,RANGE_INTERPOLATED,20-Aug-09,55,D Poor,,
,Paper Cabin,70-72 Dibsdane,HU6 9AL,53.7880739,-0.389398,RANGE_INTERPOLATED,28-Oct-08,70,C Acceptable,,
,Paragon Burgers,14 Paragon Square,HU1 3QT,53.7439842,-0.3440837,RANGE_INTERPOLATED,13-May-09,60,C Acceptable,,
,Park Lodge Guest House,122 Summergangs Road,HU8 8LP,53.7630107,-0.3069851,RANGE_INTERPOLATED,07-Jan-10,70,C Acceptable,,
,Park View,100-104 County Road North,HU5 4HL,53.758276,-0.391902,,13-Jan-10,90,A Excellent,,
,Parkers,354 Anlaby Road,HU3 6NS,53.7437893,-0.3755978,RANGE_INTERPOLATED,18-Feb-09,80,B Good,,
,Parkstone School,Parkstone Road,HU6 7DE,53.783835,-0.357784,,23-Jun-08,90,A Excellent,,
,Pasaz,185 Ferensway,HU1 3UA,53.7434613,-0.3444621,RANGE_INTERPOLATED,18-Oct-08,90,A Excellent,,
,Pastimes,North Point Shopping Centre,HU7 4EE,53.78709,-0.321671,,03-Nov-05,85,B Good,,
,Pave,16-20 Princes Avenue,HU5 3QA,53.75375,-0.359858,,10-Dec-09,90,A Excellent,,
,Pavilion Cafe,East Park,HU8 8JU,53.761501,-0.30097,,05-Aug-08,85,B Good,,
,Pearson Park Hotel,70-72 Pearson Park,HU5 2TQ,53.7597531,-0.3520395,RANGE_INTERPOLATED,17-Oct-08,85,B Good,,
,Pearson Park Residential Home,1-2 Eldon Grove,HU5 2TJ,53.760725,-0.350714,,16-Jan-10,90,A Excellent,,
,Pearson Primary School,Leicester Street,HU3 1TB,53.754361,-0.352059,,05-Jul-05,85,B Good,,
,Pelican,325 James Reckitt Avenue,HU8 0EA,53.7673108,-0.3066718,RANGE_INTERPOLATED,12-Mar-09,90,A Excellent,,
,Penguin Day Care Nursery,28 Newland Park,HU5 2DW,53.7675426,-0.3702062,RANGE_INTERPOLATED,05-Feb-10,90,A Excellent,,
,Penna`s Ice Cream,Pearson Park,HU5 2TD ,53.7596248,-0.3551443,GEOMETRIC_CENTER,18-May-05,85,B Good,,
,Pennine Centre,Pennine Way,HU7 5EH,53.807339,-0.334194,,19-Jan-09,90,A Excellent,,
,Pennine Rambler,Pennine Way,HU7 5EF,53.807339,-0.334194,,02-Jan-08,85,B Good,,
,Peppino,402 Beverley Road,HU5 1LW,53.7716475,-0.3548464,RANGE_INTERPOLATED,19-Nov-09,60,C Acceptable,,
,Perkins,193 New Bridge Road,HU9 2LR,53.756692,-0.306727,RANGE_INTERPOLATED,02-Apr-08,75,B Good,,
,Perth Street Club,229 Perth Street West,HU5 3TZ,53.7534913,-0.3805484,RANGE_INTERPOLATED,28-Feb-09,80,B Good,,
,Pete`s Ices,31 Arthur Street,HU3 6BH,53.7323344,0.0282614,RANGE_INTERPOLATED,11-Nov-04,80,B Good,,
,Peter Imison,100 Boothferry Road,HU4 6ER,53.7335904,-0.4257903,RANGE_INTERPOLATED,19-Aug-08,75,B Good,,
,Peters Quality Meats,103 Newland Avenue,HU5 2ES,53.7637833,-0.358747,RANGE_INTERPOLATED,12-Dec-07,75,B Good,,
,Petes Food Bar,Clarence Street,HU9 1DH,53.7460514,-0.3261131,GEOMETRIC_CENTER,02-Dec-08,65,C Acceptable,,
,Phoenix Takeaway,42 Holderness Road,HU9 1EF,53.7521949,-0.3158405,RANGE_INTERPOLATED,04-Apr-08,80,B Good,,
,Pickering Upper School,Pickering Road,HU4 7AE,53.728694,-0.405589,,21-Oct-08,85,B Good,,
,Pickwick Papers,60A Beverley Road,HU3 1YE,53.7512596,-0.3476647,RANGE_INTERPOLATED,02-Feb-10,70,C Acceptable,,
,Pier Luigi's,84 Princes Avenue,HU5 3QJ,53.756541,-0.358233,,22-May-08,75,B Good,,
,Pink Panther Resource Centre,443 Holderness Road,HU8 8JP,53.7598647,-0.3041693,RANGE_INTERPOLATED,01-May-08,90,A Excellent,,
,Pint & Pot,246 Ellerburn Avenue,HU6 9RR,53.7887236,-0.3778969,RANGE_INTERPOLATED,07-Apr-08,70,C Acceptable,,
,Piper Club,Newland Avenue,HU5 2NN,53.7643017,-0.3586932,GEOMETRIC_CENTER,13-Oct-08,80,B Good,,
,Pit Stop Cafe,Cannon Street,HU2 0AB,53.751302,-0.338828,,02-Mar-10,85,B Good,,
,Pizza by Papa,214 Newland Avenue,HU5 2ND,53.7664666,-0.3585174,RANGE_INTERPOLATED,12-Aug-09,45,D Poor,,
,Pizza City,4 James Reckitt Avenue,HU8 7TP,53.7586255,-0.3212936,RANGE_INTERPOLATED,20-May-09,50,D Poor,,
,Pizza Delight,754 Spring Bank West,HU5 5AA,53.7502281,-0.3862993,RANGE_INTERPOLATED,12-Feb-09,70,C Acceptable,,
,Pizza Experts,276 278 Bricknell Avenue,HU5 4QG,53.767161,-0.3880987,RANGE_INTERPOLATED,22-Sep-09,55,D Poor,,
,Pizza Hot,100-102 Newland Avenue,HU5 3AA,53.76261,-0.358769,,17-Dec-08,75,B Good,,
,Pizza Hot,51B North Point Shopping Centre,HU7 4EF,53.7871,-0.321664,,28-May-09,50,D Poor,,
,Pizza Hut,Althorpe Road,HU7 3DA,53.7989,-0.348029,,27-Oct-08,75,B Good,,
,Pizza Hut,The Junction,HU3 4SA,53.73208,-0.372799,,24-Aug-09,95,A Excellent,,
,Pizza Hut,62 Jameson Street,HU1 3LS,53.744736,-0.34255,,03-Nov-09,75,B Good,,
,Pizza Luchano,55 Princes Avenue,HU5 3QY,53.753347,-0.360567,,19-Feb-09,60,C Acceptable,,
,Pizza Night,48 New Bridge Road,HU9 2RE,53.7522436,-0.3080847,RANGE_INTERPOLATED,12-Jan-10,35,D Poor,,
,Pizza Palace,801 Hessle Road,HU4 6QE,53.7317967,-0.389939,RANGE_INTERPOLATED,28-Oct-09,45,D Poor,,
,Pizza Parlour,224 Willerby Road,HU5 5JR,53.7527502,-0.4096482,RANGE_INTERPOLATED,04-Nov-09,65,C Acceptable,,
,Pizza Peepers,927 Spring Bank West,HU5 5BE,53.7500254,-0.3931152,RANGE_INTERPOLATED,21-Jan-10,65,C Acceptable,,
,Pizza Plus,142 New Bridge Road,HU9 2NU,53.7548769,-0.3070535,RANGE_INTERPOLATED,19-Jan-09,75,B Good,,
,Pizza World,41 St. Georges Road,HU3 6EE,53.74218,-0.376284,,24-Sep-09,50,D Poor,,
,Pizza Xpert,13 Holderness Road,HU8 7NA,53.7520733,-0.3160192,RANGE_INTERPOLATED,26-Jan-10,50,D Poor,,
,Planet Coffee,162 Newland Avenue,HU5 2NN,53.7654972,-0.3586125,RANGE_INTERPOLATED,20-May-09,90,A Excellent,,
,Planet Play Club,Children's Dynamix Proj Centre,HU9 5SN,53.7565,-0.265969,,31-Mar-08,70,C Acceptable,,
,Platform 1,309-317 Hedon Road,HU9 1NU,53.7475008,-0.3091783,RANGE_INTERPOLATED,09-Sep-09,80,B Good,,
,Polar Bear,229 Spring Bank,HU3 1LR,53.751209,-0.359298,,12-Jan-10,55,D Poor,,
,Police Training Centre Canteen,Courtland Road,HU6 8AW,53.783395,-0.388114,,24-Apr-08,80,B Good,,
,Polski Market,161 Spring Bank,HU3 1BN,53.750394,-0.355746,,15-Jun-09,65,C Acceptable,,
,Pop In Cafe,43 Barmston Street,HU2 0PJ,53.7540922,-0.3347069,RANGE_INTERPOLATED,27-Jun-08,65,C Acceptable,,
,Porky's Deli,North Point Shopping Centre,HU7 4EE,53.78709,-0.321671,,22-Nov-08,95,A Excellent,,
,Portland Hotel,65 Paragon Street,HU1 3JP,53.744048,-0.3426914,RANGE_INTERPOLATED,29-May-09,75,B Good,,
,Porto Pizzas,199 Portobello Street,HU9 3NW,53.7627258,-0.2837858,RANGE_INTERPOLATED,25-Nov-08,85,B Good,,
,Potato Bake House,Unit 45 St Stephen's Shopping Centre,HU2 8LN,53.7520129,-0.3453551,,30-Nov-08,90,A Excellent,,
,Poundland,86-88 Prospect Centre,HU2 8PW,53.746675,-0.343679,,08-Apr-08,70,C Acceptable,,
,Poundland,37 North Point Shopping Centre,HU7 4EE,53.786659,-0.32198,,27-Jun-08,85,B Good,,
,Poundstretcher Plc,Kingston Shopping Centre,HU9 2AA,53.753502,-0.31354,,08-Apr-08,90,A Excellent,,
,Pozition Nightclub,135 George Street,HU1 3BN,53.747255,-0.333863,,19-Nov-08,45,D Poor,,
,Premier Convenience Store,873 Holderness Road,HU8 9DA,53.7679111,-0.2840305,RANGE_INTERPOLATED,11-Feb-05,75,B Good,,
,Premier Inn,Citadel Way,HU9 1TU,53.7427994,-0.3257833,GEOMETRIC_CENTER,21-Sep-09,75,B Good,,
,Premier Papers,10 James Reckitt Avenue,HU8 7TP,53.7586255,-0.3212936,RANGE_INTERPOLATED,15-Oct-08,70,C Acceptable,,
,Preston Rd Family Comm Assoc,187a Preston Road,HU9 5UY,53.757816,-0.278291,,19-Jun-09,90,A Excellent,,
,Prezzo,Unit 41 St Stephen's Shopping Centre,HU2 8LN,53.74741,-0.34226,,27-Feb-10,75,B Good,,
,Prima Takeaway,24 Cottingham Road,HU6 7RA,53.7686977,-0.3596422,RANGE_INTERPOLATED,28-May-09,60,C Acceptable,,
,Priory Grange Care Home,Hessle Road,HU4 7BA,53.732997,-0.382258,GEOMETRIC_CENTER,13-Dec-08,90,A Excellent,,
,Priory Primary School,Priory Road,HU5 5RU,53.764815,-0.402189,,04-Jun-09,95,A Excellent,,
,Propaganda,107 Ferensway,HU1 3UN,53.7455158,-0.345279,RANGE_INTERPOLATED,26-Jun-08,85,B Good,,
,Prosiaczek Butchers,495b Anlaby Road,HU3 6DT,53.743748,-0.3762363,RANGE_INTERPOLATED,01-Dec-09,65,C Acceptable,,
,Prospect Training,Spring Bank,HU3 1LU,53.751645,-0.360544,,23-Jun-09,90,A Excellent,,
,Pumpkin,Ferensway,HU1 3QX,53.744835,-0.3450144,GEOMETRIC_CENTER,27-Oct-09,70,C Acceptable,,
,Punch Bowl,James Reckitt Avenue,HU8 7TH,53.7670598,-0.30872,GEOMETRIC_CENTER,27-Nov-07,75,B Good,,
,Punch Hotel,Queen Victoria Square,HU1 3RA,53.74355,-0.339009,,26-Sep-09,65,C Acceptable,,
,Purple House Nursery,60-62 Preston Road,HU9 3RT,53.758447,-0.288025,,18-Sep-06,70,C Acceptable,,
,Quality Fish & Chips,50 Southcoates Lane,HU9 3AD,53.7573533,-0.3043409,RANGE_INTERPOLATED,12-Dec-08,90,A Excellent,,
